,Rank,Scores,Name,Branch,Town,Genders Accepted,Campus Size,Total Student Enrollments,Total Faculty,Established Year,Rating,University,Facilities,City_y,State,Country,College Type,Average Fees
1289,11421,80.8987154,Government College of Engineering,"InstrumentationEngineering", Chandrapur,Co-Ed,,902,47,1994,1.9,"Anna University, Chennai","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Transport, Alumni Associations, Banks Facilities",Bargur,Tamil Nadu,India,Public/Government,36940
1288,11421,80.8987154,Government College of Engineering,"InstrumentationEngineering", Chandrapur,Co-Ed,62 Acres,1523,51,1996,1.29,"Gondwana University, Gadchiroli","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Chandrapur,Maharashtra,India,Public/Government,101000
1287,11421,80.8987154,Government College of Engineering,"InstrumentationEngineering", Chandrapur,Co-Ed,19 Acres,1640,47,1996,1.97,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Parking Facility, Guest Room",Jalgaon,Maharashtra,India,Public/Government,276333.3333
360,11421,80.8987154,Vidyalankar Institute of Technology,"Electronics and TelecommunicationEngg",Wadala,Co-Ed,11 Acres,3563,167,1999,3.16,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility",Mumbai,Maharashtra,India,Private,433583.3333
1290,11421,80.8987154,Government College of Engineering,"InstrumentationEngineering", Chandrapur,Co-Ed,,1096,40,2009,1.8,"Biju Patnaik University of Technology, Rourkela","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room",Kalahandi,Odisha,India,Public/Government,115000
1295,11421,80.8987154,Government College of Engineering,"InstrumentationEngineering", Chandrapur,Co-Ed,10 Acres,1044,38,2012,1.51,"Anna University, Chennai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Bodinayakanur,Tamil Nadu,India,Public/Government,36880
1291,11421,80.8987154,Government College of Engineering,"InstrumentationEngineering", Chandrapur,Co-Ed,45 Acres,1332,15,1995,1.38,"Biju Patnaik University of Technology, Rourkela","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Keonjhar,Odisha,India,Public/Government,162000
1281,11421,80.8987154,Government College of Engineering,"InstrumentationEngineering", Chandrapur,Co-Ed,,1970,81,1960,1.58,"Dr Babasaheb Ambedkar Marathwada University, Aurangabad","Boys Hostel, Girls Hostel, Library, Cafeteria, Wifi, IT Infrastructure",Aurangabad,Maharashtra,India,Public/Government,199963.0435
1284,11421,80.8987154,Government College of Engineering,"InstrumentationEngineering", Chandrapur,Co-Ed,,4285,81,1966,1.59,"Anna University, Chennai","Boys Hostel, Girls Hostel, Library, Sports, Auditorium, Medical/Hospital, IT Infrastructure, Transport, Convenience Store, Alumni Associations",Salem,Tamil Nadu,India,Public/Government,22665
758,11464,80.7278425,Sinhgad Academy of Engineering,Computer Engineering," Kondhwa (BK)  Kondhwa-SaswadRoad",Co-Ed,,3071,150,2005,2.56,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,302923.0769
235,11637,80.470773,MIT Academy of Engineering,Civil Engineering,Alandi,Co-Ed,11 Acres,3030,171,1999,3.53,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room",Pune,Maharashtra,India,Private,500454.5455
940,11875,80.3809342,Deogiri Institute of Engineering and Management Studies,Computer Science and Engineering, Aurangabad,Co-Ed,9 Acres,2968,157,2009,1.25,"Dr Babasaheb Ambedkar Technological University, Lonere","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Aurangabad,Maharashtra,India,Private,216583.3333
759,11860,80.3809342,Sinhgad Academy of Engineering,Computer Engineering," Kondhwa (BK)  Kondhwa-SaswadRoad",Co-Ed,,3071,150,2005,2.82,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,302923.0769
376,6239,80.0,Walchand Institute of Technology,Computer Science and Engineering, Solapur,Co-Ed,22 Acres,2551,156,1983,3.26,"Solapur University, Solapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Solapur,Maharashtra,India,Private,357692.3077
222,6178,80.0,MIT Academy of Engineering,Civil Engineering,Alandi,Co-Ed,11 Acres,3030,171,1999,3.51,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room",Pune,Maharashtra,India,Private,500454.5455
507,6095,80.0,Yeshwantrao Chavan College of Engineering,Information Technology,Wanadongri,Co-Ed,14 Acres,,298,1984,3.43,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Swimming Pool, Banks Facilities",Nagpur,Maharashtra,India,Private,443454.5455
242,12310,79.7610105,MIT Academy of Engineering,Civil Engineering,Alandi,Co-Ed,11 Acres,3030,171,1999,3.87,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room",Pune,Maharashtra,India,Private,500454.5455
395,62882,79.6426503,Walchand Institute of Technology,Electronics Engineering, Solapur,Co-Ed,22 Acres,2551,156,1983,3.25,"Solapur University, Solapur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Solapur,Maharashtra,India,Private,357692.3077
217,12476,79.5845466,MKSSS's Cummins College of Engineering for Women,"Instrumentation andControl Engineering", Karvenagar,Female,4 Acres,2631,128,1991,3.94,"Savitribai Phule Pune University, Pune","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Pune,Maharashtra,India,Private,618900
209,12661,79.2999634,MKSSS's Cummins College of Engineering for Women,Mechanical Engineering, Karvenagar,Female,4 Acres,2631,128,1991,3.61,"Savitribai Phule Pune University, Pune","Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Pune,Maharashtra,India,Private,618900
665,12789,79.2965978,Lokmanya Tilak College of Engineering,"Computer Science andEngineering(Data Science)", Kopar Khairane,Co-Ed,3 Acres,2216,108,1994,3.01,"University of Mumbai, Mumbai","Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, IT Infrastructure, Laboratories",Navi Mumbai,Maharashtra,India,Private,406000
861,74155,79.0,Ideal Institute of Technology,Electrical Engineering, Wada,Co-Ed,10 Acres,896,81,2009,1.42,"Jawaharlal Nehru Technological University, Kakinada","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Transport, Laboratories, Alumni Associations",Kakinada,Andhra Pradesh,India,Private,168000
862,74155,79.0,Ideal Institute of Technology,Electrical Engineering, Wada,Co-Ed,30 Acres,450,53,2013,1.87,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Guest Room",Posheri,Maharashtra,India,Private,264000
1207,74424,79.0,Sanghavi College of Engineering,Mechanical Engineering, Varvandi,Co-Ed,,755,60,2012,2.0,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport",Nashik,Maharashtra,India,Private,268000
860,74155,79.0,Ideal Institute of Technology,Electrical Engineering, Wada,Co-Ed,,,166,1998,1.47,"Dr APJ Abdul Kalam Technical University, Lucknow","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Guest Room, Banks Facilities",Ghaziabad,Uttar Pradesh,India,Private,310000
228,6408,79.0,MIT Academy of Engineering,Civil Engineering,Alandi,Co-Ed,11 Acres,3030,171,1999,3.9,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room",Pune,Maharashtra,India,Private,500454.5455
786,63196,78.9697101,NBN Sinhgad Technical Institutes Campus,Electrical Engineering, Pune,Co-Ed,17 Acres,1810,128,2011,2.97,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Banks Facilities",Pune,Maharashtra,India,Private,352750
536,13130,78.7086899,Yeshwantrao Chavan College of Engineering,Electronics Engineering,Wanadongri,Co-Ed,14 Acres,,298,1984,3.31,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Swimming Pool, Banks Facilities",Nagpur,Maharashtra,India,Private,443454.5455
118,13203,78.5613141,Vivekanand Education Society's Institute of Technology,Electronics Engineering, Chembur,Co-Ed,,3138,126,1984,3.97,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Mumbai,Maharashtra,India,Private,315500
527,13243,78.5509024,Yeshwantrao Chavan College of Engineering,"Electronics and TelecommunicationEngg",Wanadongri,Co-Ed,14 Acres,,298,1984,3.14,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Swimming Pool, Banks Facilities",Nagpur,Maharashtra,India,Private,443454.5455
720,63431,78.4854138,Bajaj Institute of Technology,Mechanical Engineering, Wardha,Co-Ed,,541,20,2017,2.3,"Dr Babasaheb Ambedkar Technological University, Lonere","Gym, Library, Sports, Cafeteria, Medical/Hospital, IT Infrastructure, Classrooms, Laboratories, Guest Room",Wardha,Maharashtra,India,Private,240000
236,13437,78.4246409,MIT Academy of Engineering,Chemical Engineering,Alandi,Co-Ed,11 Acres,3030,171,1999,3.56,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room",Pune,Maharashtra,India,Private,500454.5455
800,13432,78.4246409,Anjuman-I-Islam's Kalsekar Technical Campus,Computer Engineering, Panvel,Co-Ed,11 Acres,2440,78,2011,2.32,"University of Mumbai, Mumbai","Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations",Navi Mumbai,Maharashtra,India,Private,287266.6667
365,13482,78.3746832,Vidyalankar Institute of Technology,"Electronics andTelecommunication Engg",Wadala,Co-Ed,11 Acres,3563,167,1999,3.22,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Parking Facility",Mumbai,Maharashtra,India,Private,433583.3333
119,13486,78.3746832,Vivekanand Education Society's Institute of Technology,"InstrumentationEngineering", Chembur,Co-Ed,,3138,126,1984,3.51,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, IT Infrastructure, Laboratories, Alumni Associations, Guest Room",Mumbai,Maharashtra,India,Private,315500
769,74460,78.0,NBN Sinhgad Technical Institutes Campus,Mechanical Engineering, Pune,Co-Ed,17 Acres,1810,128,2011,2.31,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Banks Facilities",Pune,Maharashtra,India,Private,352750
468,6537,78.0,Bharati Vidyapeeth College of Engineering,Computer Engineering, Belpada,Co-Ed,,2216,71,1990,3.46,"University of Mumbai, Mumbai","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Convenience Store, Alumni Associations, Guest Room",Navi Mumbai,Maharashtra,India,Private,315875
254,6448,78.0,Pune Vidyarthi Griha's College of Engineering and Technology,Mechanical Engineering,  Pune,Co-Ed,8 Acres,,98,1985,3.88,"Savitribai Phule Pune University, Pune","Boys Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Pune,Maharashtra,India,Private,394500
776,13727,77.9127753,NBN Sinhgad Technical Institutes Campus,Computer Engineering, Pune,Co-Ed,17 Acres,1810,128,2011,2.22,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Banks Facilities",Pune,Maharashtra,India,Private,352750
433,13742,77.9127753,Sinhgad College of Engineering,"Electronics andTelecommunication Engg", Vadgaon (BK),Co-Ed,5 Acres,5292,300,1996,3.37,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
1205,63907,77.5754,Wainganga College of Engineering and Management,Information Technology, Dongargaon,Co-Ed,7 Acres,1250,164,2008,1.56,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Swimming Pool, Convenience Store, Alumni Associations",Sirul,Maharashtra,India,Private,218722.2222
753,14239,77.4639332,Sinhgad Academy of Engineering,Computer Engineering, Kondhwa (BK)  Kondhwa-Saswad Road,Co-Ed,,3071,150,2005,2.08,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,302923.0769
760,14409,77.2066825,Sinhgad Academy of Engineering,Information Technology," Kondhwa (BK)  Kondhwa-SaswadRoad",Co-Ed,,3071,150,2005,2.99,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room, Banks Facilities",Pune,Maharashtra,India,Private,302923.0769
249,6787,77.0,Pune Vidyarthi Griha's College of Engineering and Technology,Electrical Engineering,  Pune,Co-Ed,8 Acres,,98,1985,3.76,"Savitribai Phule Pune University, Pune","Boys Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Laboratories, Alumni Associations, Banks Facilities",Pune,Maharashtra,India,Private,394500
135,6714,77.0,Don Bosco Institute of Technology,"Electronics and TelecommunicationEngg", Mumbai,Co-Ed,36 Acres,2654,222,2001,3.84,"Visvesvaraya Technological University, Belagavi","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Banks Facilities",Bengaluru,Karnataka,India,Private,175272.7273
223,6754,77.0,MIT Academy of Engineering,"Electronics and TelecommunicationEngg",Alandi,Co-Ed,11 Acres,3030,171,1999,3.85,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Gym, Library, Sports, Cafeteria, Auditorium, Medical/Hospital, Wifi, IT Infrastructure, Transport, Laboratories, Alumni Associations, Parking Facility, Guest Room",Pune,Maharashtra,India,Private,500454.5455
398,6657,77.0,Sinhgad College of Engineering,Information Technology, Vadgaon (BK),Co-Ed,5 Acres,5292,300,1996,3.09,"Savitribai Phule Pune University, Pune","Boys Hostel, Girls Hostel, Library, Sports, Cafeteria, Auditorium, Wifi, IT Infrastructure, Swimming Pool, Alumni Associations",Pune,Maharashtra,India,Private,400476.1905
